brand,model,year,fuel_type,transmission,km_driven,owner_type,city,mileage,engine_cc,condition_rating,original_price,listed_price,estimated_final_price,days_to_sell,bargain_percent,car_age,depreciation_amount,resale_value_percent,demand_score,brand_popularity_score,price_per_km,premium_car
Tata,Punch,2023,Diesel,Manual,37211,Second,Surat,19,1199,10,1096021,870131,817923,28,6,2,198772,79.39,9.87,8,23.38,0
Kia,Sonet,2017,Petrol,Manual,141430,Third,Pune,19,1197,3,944249,366557,318904,,13,8,574066,38.82,4.87,7,2.59,0
Honda,Elevate,2023,Petrol,Manual,44183,Second,Kolkata,21,1200,7,1410879,1128844,1072401,47,5,2,298355,80.01,7.77,9,25.55,0
Toyota,Glanza,2021,Petrol,Automatic,73491,Second,Lucknow,14,1197,6,1119728,799261,743312,50,7,4,331255,71.38,7.84,8,10.88,0
Toyota,Glanza,2025,Petrol,Manual,581,First,Kolkata,15,1196,10,1016847,966004,840423,19,13,0,0,95,9.79,8,1662.66,0
Honda,WR-V,2014,Petrol,Manual,162663,First,Chennai,17,1199,3,912685,149406,143429,61,4,11,741625,16.37,3.74,7,0.92,0
Nissan,Kicks,2025,Diesel,Manual,746,Third,Hyderabad,26,1461,10,1295020,1230269,1131847,,8,0,0,95,7.75,4,1649.15,0
Maruti,Alto,2022,Petrol,Manual,64164,Second,Lucknow,14,796,7,478013,341062,306955,41,10,3,151060,71.35,9.5,10,11.39,0
Toyota,Urban Cruiser,2024,Diesel,Manual,15981,Second,Ahmedabad,17,1462,9,1289774,1173952,986119,19,16,1,151709,91.02,8.9,10,73.46,0
MG,Astor,2025,Petrol,Manual,2027,Second,Bangalore,15,1497,9,1796531,1706704,1416564,15,17,0,0,95,9.04,6,841.99,0
Nissan,Terrano,2022,CNG,Automatic,57037,First,Ahmedabad,24,1461,8,1302612,836016,727333,43,13,3,444977,64.18,6.64,4,14.66,0
Honda,Jazz,2017,Petrol,Automatic,152493,Third,Nagpur,17,1199,4,1023812,358743,322868,54,10,8,636972,35.04,4.77,7,2.35,0
Nissan,Terrano,2019,Diesel,Automatic,67713,First,Nagpur,16,1461,6,1259186,656287,630035,29,4,6,569507,52.12,6.26,6,9.69,0
Kia,Carens,2023,CNG,Manual,22661,Second,Delhi,25,1497,10,1340014,1102295,981042,19,11,2,242675,82.26,7.98,7,48.64,0
Renault,Kwid,2024,Diesel,Manual,12288,First,Coimbatore,28,799,10,537604,459060,385610,,16,1,65970,85.39,9.19,7,37.36,0
Skoda,Slavia,2022,Diesel,Manual,55862,Second,Chandigarh,28,1498,9,1669273,1206550,1013502,25,16,3,495770,72.28,9.33,7,21.6,0
Toyota,Urban Cruiser,2024,Petrol,Manual,12294,First,Chennai,20,1462,9,1292118,1152698,979793,16,15,1,143321,89.21,10,8,177.34,0
Hyundai,i20,2014,Diesel,Manual,1514540,First,Kolkata,17,1197,5,821594,123239,103520,37,16,11,790000,15,7.02,8,0.81,0
Nissan,Terrano,2022,Petrol,Manual,53325,Third,Pune,20,1461,6,1170132,777669,723232,35,7,3,391993,66.46,7.26,6,14.58,0
Nissan,Magnite,2021,Diesel,Manual,44334,First,Nagpur,26,999,6,1032874,736335,640611,31,13,4,310943,71.29,6.42,6,16.61,0
Tata,Tiago,2015,Petrol,Manual,198057,Second,Kolkata,16,1199,4,568247,85237,80122,67,6,10,514845,15,6.06,7,0.43,0
Hyundai,Verna,2022,Diesel,Manual,66725,Third,Nagpur,20,1495,7,1300220,905343,851022,48,6,3,369443,69.63,8.13,9,13.57,0
Volkswagen,Vento,2021,Diesel,Manual,112963,Third,Chennai,16,1598,7,1052952,722114,628239,33,13,4,352845,68.58,8.75,7,6.39,0
Toyota,Camry,2018,Petrol,Automatic,77422,Second,Hyderabad,22,2487,6,5126183,2472870,2151396,41,13,7,2754699,48.24,7.44,8,31.94,1
Renault,Duster,2025,Petrol,Automatic,500,First,Lucknow,14,1497,10,1382683,1313548,1274141,31,3,0,0,95,7.39,6,2627.1,0
Hyundai,Grand i10,2010,CNG,Manual,125623,First,Lucknow,23,1197,3,470589,70588,59999,57,15,15,586662,15,3.92,9,0.56,0
Renault,Triber,2025,Diesel,Automatic,500,Third,Chandigarh,22,999,9,1168306,1109890,910109,25,18,0,0,95,8.86,7,2219.78,0
Tata,Altroz,2023,Petrol,Manual,44659,Second,Nagpur,18,1199,7,880268,708703,680354,31,4,2,156342,80.51,7.22,7,15.87,0
Maruti,Dzire,2020,CNG,Automatic,85039,First,Bhopal,23,1197,6,927088,616328,505388,39,18,5,323294,66.48,6.19,10,7.25,0
Volkswagen,Taigun,2025,CNG,Automatic,2173,Second,Mumbai,29,1498,10,1498666,1423732,1238646,15,13,0,0,95,8.48,7,655.19,0
Maruti,Dzire,2024,Petrol,Manual,21925,Second,Surat,14,1197,10,1188262,1021667,878633,24,14,1,147388,85.98,10,10,46.6,0
Hyundai,Tucson,2022,CNG,Automatic,44457,Second,nagpur,23,1998,7,3396678,2302268,2256222,28,2,3,1122695,67.78,7.9,9,51.79,1
Tata,Safari,2017,Petrol,Manual,273845,Fourth,Bhopal,19,1956,5,2068770,593943,492972,55,17,8,1491732,28.71,6.24,8,2.17,0
Honda,WR-V,2022,Petrol,Manual,56819,Fourth,Coimbatore,19,1201,8,1075944,733040,593762,48,19,3,346353,68.13,8.68,8,12.9,0
Mahindra,XUV400,2021,Petrol,Automatic,106014,Fourth,Pune,20,0,5,2006527,1386108,1164330,32,16,4,592742,69.08,6.49,9,13.07,0
Maruti,Ciaz,2023,Petrol,Automatic,24187,Second,Kolkata,13,1462,9,1159357,963309,847711,24,12,2,210820,83.09,8.21,9,39.83,0
MG,Astor,2016,Petrol,Manual,109267,Second,Bangalore,,1497,4,1120697,419364,364846,35,13,9,712526,37.42,4.37,8,3.84,0
Ford,Aspire,2020,Petrol,Automatic,100440,Second,Bangalore,16,1194,7,1001251,655218,642113,45,2,5,359323,65.44,5.68,5,6.52,0
Mahindra,XUV300,2025,Petrol,Manual,500,Second,Chandigarh,16,1199,10,1124901,1068655,929729,16,13,0,0,95,10,9,2137.31,0
Maruti,Baleno,2017,Diesel,Automatic,303927,Fourth,Delhi,18,1197,4,893989,341146,324088,52,5,8,541724,38.16,6.28,10,1.12,0
Skoda,Kushaq,2019,CNG,Automatic,65210,First,Jaipur,26,1498,6,1383803,617868,568438,49,8,6,730880,44.65,6.05,5,9.48,0
Tata,Altroz,2022,Petrol,Manual,52481,Second,Jaipur,21,1199,7,1080939,712446,626952,48,12,3,367641,65.91,7.96,9,13.58,0
Volkswagen,Taigun,2023,Diesel,Automatic,25405,First,Nagpur,17,1498,9,1503470,1159776,1090189,36,6,2,341359,77.14,8.79,7,45.65,0
Kia,Carens,2015,Petrol,Manual,138977,Third,Jaipur,13,1497,4,1126932,169039,131850,54,22,10,974378,15,4.32,8,1.22,0
MG,Astor,2023,Diesel,Automatic,42631,Third,Bangalore,21,1497,8,1619412,1309294,1165271,49,11,2,345458,80.85,7.14,8,,0
MG,Astor,2023,CNG,Manual,52569,Third,Chandigarh,26,1497,7,1442443,1088755,990767,54,9,2,329153,75.48,8.56,6,20.71,0
Volkswagen,Taigun,2024,Petrol,Manual,20250,Second,Bhopal,15,1498,10,1557843,1338810,1124600,17,16,1,200596,85.94,7.64,5,66.11,0
Kia,Carens,2025,Petrol,Automatic,3205,First,Jaipur,20,1497,10,1509866,1434372,1305278,21,9,0,0,95,7.65,7,447.54,0
Ford,EcoSport,2020,Petrol,Manual,123422,Fourth,Pune,19,1497,5,1091697,704908,592122,34,16,5,384962,64.57,6.8,5,5.71,0
Mahindra,Thar,2014,Petrol,Manual,239632,Third,Bhopal,20,2184,3,1565558,369784,329107,74,11,11,1187219,23.62,5.48,9,1.54,0
Honda,Jazz,2021,Petrol,Manual,46198,First,Nagpur,16,,7,985033,647265,537229,44,17,4,350598,65.71,8.28,7,14.01,0
Ford,Aspire,2022,Petrol,Automatic,84375,Third,Chandigarh,21,1192,7,931260,685593,548474,41,20,3,245243,73.62,7.01,4,8.13,0
MG,Gloster,2024,CNG,Automatic,19620,Third,Surat,24,1996,10,4847487,4232340,3385872,39,20,1,603015,87.31,9.25,6,215.72,1
Toyota,Urban Cruiser,2020,Petrol,Manual,55708,First,Hyderabad,22,1462,7,1094361,612623,569739,41,7,5,488488,55.98,9.12,10,11,0
Volkswagen,Polo,2024,Petrol,Automatic,13417,First,Coimbatore,19,999,9,1249703,1093740,1049990,39,4,1,158828,87.52,8.39,7,81.52,0
Kia,Carens,2010,CNG,Manual,281214,Third,Chandigarh,30,1497,1,798757,119813,94652,70,21,15,1018314,15,3.83,6,0.43,0
Nissan,Terrano,2023,Petrol,Manual,40577,Third,Jaipur,20,1461,6,1460214,1165834,1014275,52,13,2,254956,79.84,7.99,5,28.73,0
Maruti,Ertiga,2018,Diesel,Manual,76403,Second,Coimbatore,17,1462,6,1097214,407395,358507,51,12,7,657598,37.13,6.31,9,5.33,0
Mahindra,Bolero,2018,Petrol,Manual,70430,Second,Surat,15,1493,5,1146331,529719,482044,56,9,7,625288,46.21,6.07,8,7.52,0
Renault,Kiger,2023,Petrol,Automatic,38358,Second,Mumbai,20,999,7,1028562,801764,689517,37,14,2,232466,77.95,8.46,5,20.9,0
Maruti,Dzire,2023,Petrol,Manual,56990,Third,Hyderabad,17,1197,6,904809,740405,703384,40,5,2,168989,81.83,8.4,9,12.99,0
Hyundai,Alcazar,2025,Petrol,Manual,4613,First,Kolkata,17,1999,10,2492321,2367704,2036225,25,14,0,0,95,10,8,513.27,0
MG,Astor,2017,Petrol,Automatic,139293,First,Chennai,20,1497,5,1354412,480816,432734,59,10,8,834002,35.5,5.68,8,3.45,0
Maruti,WagonR,2021,Diesel,Manual,39364,First,Jaipur,,1197,8,664862,461015,391862,29,15,4,192468,69.34,9.76,9,11.71,0
Maruti,Ertiga,2016,Diesel,Automatic,167527,Second,Chandigarh,,1462,6,1050263,346481,291044,44,16,9,722300,32.99,7.66,10,2.07,0
Toyota,Glanza,2016,Petrol,Manual,193594,Second,Bhopal,19,1197,5,704931,222969,187293,62,16,9,483597,31.63,5.18,9,1.15,0
Tata,Harrier,2024,Petrol,Manual,10211,First,Nagpur,14,1956,10,2590803,2300373,2070335,27,10,1,340764,88.79,8.51,7,225.28,0
Renault,Duster,2015,CNG,Manual,182830,Second,Ahmedabad,29,1498,3,1028520,154278,128050,51,17,10,939661,15,3.75,7,0.84,0
Nissan,Kicks,2019,CNG,Manual,110803,Second,Jaipur,28,1461,5,1203002,561441,538983,42,4,6,644900,46.67,4.86,4,5.07,0
Maruti,Baleno,2023,Diesel,Manual,39066,Second,Ahmedabad,24,1197,9,1129354,919407,818272,41,11,2,240664,81.41,8.87,10,23.53,0
Skoda,Kodiaq,2018,Diesel,Automatic,150382,Second,Surat,21,1984,7,4663536,1728772,1590470,49,8,7,2858125,37.07,7.16,7,11.5,1
Honda,City,2021,Diesel,Manual,65838,Third,Chandigarh,24,1497,5,1487942,1024448,819558,48,20,4,419376,68.85,5.78,9,,0
Honda,City,2020,Diesel,Automatic,120137,Third,Bhopal,17,1497,7,1303213,829495,729955,48,12,5,464652,63.65,8.33,9,6.9,0
Mahindra,Scorpio,2025,CNG,Manual,500,Second,Coimbatore,27,2184,10,2512502,2386876,1981107,27,17,0,0,95,10,9,4773.75,0
MG,ZS EV,2022,Diesel,Automatic,66862,Second,Kolkata,19,0,8,3389499,2439761,2293375,17,6,3,921587,71.98,7.25,8,36.49,1
Hyundai,Verna,2024,CNG,Manual,18431,First,Bangalore,25,1497,10,1610603,1416525,1359864,21,4,1,209706,87.95,9.83,9,76.86,0
Hyundai,Grand i10,2020,Diesel,Manual,74938,Second,Kolkata,21,1197,7,885837,599091,539181,35,10,5,304976,67.63,7.41,8,7.99,0
Volkswagen,Vento,2019,Petrol,Automatic,95867,First,Coimbatore,14,1598,6,1151784,669071,615545,27,8,6,504429,58.09,6.87,5,6.98,0
Mahindra,XUV700,2020,Diesel,Automatic,81289,Third,Lucknow,17,2184,7,2395019,1262893,1174490,45,7,5,1093582,52.73,7.71,7,15.54,1
Mahindra,Bolero,2023,Diesel,Automatic,25789,First,Mumbai,18,1493,9,1512277,1164604,1048143,42,10,2,324020,77.01,8.41,9,45.16,0
Hyundai,Venue,2014,Petrol,Manual,126328,Second,Surat,,1197,4,753676,113051,96093,38,15,11,711117,15,5.7,10,0.89,0
Maruti,Alto,2025,Petrol,Manual,2242,Second,Chennai,16,796,10,635586,603806,561539,20,7,0,0,95,9.65,10,269.32,0
Kia,Sonet,2021,Diesel,Manual,48646,First,Surat,27,1197,8,1214828,822681,773320,32,6,4,399410,67.72,8.2,6,16.91,0
Maruti,WagonR,2025,Petrol,Automatic,500,First,Surat,18,1197,9,971048,922495,821020,24,11,0,0,95,9.23,9,1844.99,0
Honda,Jazz,2022,Petrol,Manual,30885,First,Ahmedabad,20,1199,9,1152903,874361,751950,19,14,3,300044,75.84,7.61,7,28.31,0
Tata,Nexon,2019,Petrol,Manual,72817,First,Lucknow,15,1497,6,1075203,611682,556630,43,9,6,463541,56.89,5.91,9,8.4,0
Maruti,Dzire,2022,Petrol,Manual,52593,Second,Kolkata,16,1197,8,1015614,716109,594370,34,17,3,311175,70.51,9.09,10,13.62,0
Kia,Carens,2022,Petrol,Manual,49838,Second,Ahmedabad,18,1497,7,1479660,989448,831136,34,16,3,499569,66.87,6.1,6,19.85,0
Ford,Aspire,2014,Petrol,Manual,132364,First,Pune,13,1194,4,797660,119649,110077,43,8,11,772419,15,4.92,6,0.9,0
Maruti,Swift,2021,Petrol,Manual,40595,First,Delhi,21,,7,779566,537432,462191,32,14,4,238942,68.94,8.22,10,13.24,0
Honda,City,2017,Petrol,Automatic,113985,Second,Lucknow,19,1497,4,1198166,372150,312606,59,16,8,861598,31.06,4.2,7,3.26,0
Kia,Sonet,2024,CNG,Manual,15028,Second,Pune,25,1197,10,1316138,1162413,953178,34,18,1,154041,88.32,9.41,6,77.35,0
Renault,Kiger,2022,CNG,Automatic,36979,Second,Chennai,,999,7,925391,654714,576148,39,12,3,284089,70.75,6.94,6,17.71,0
Toyota,Fortuner,2024,Petrol,Automatic,17825,First,Coimbatore,17,2755,10,5037479,4405779,4185490,32,5,1,521721,87.46,8.55,8,247.17,1
Honda,City,2022,Petrol,Manual,35864,First,Chandigarh,18,1497,8,1294453,939384,770294,25,18,3,378197,72.57,7.76,8,26.19,0
Hyundai,Alcazar,2021,Petrol,Automatic,76999,Second,Bhopal,19,1997,8,1936104,1402320,1318180,40,6,4,531604,72.43,7.81,8,18.21,0
Tata,Altroz,2017,CNG,Manual,135050,Second,Ahmedabad,20,1199,6,719395,262651,233759,46,11,8,445335,36.51,5.17,8,1.94,0
MG,Hector,2015,Diesel,Automatic,222598,Third,Surat,21,1956,2,1582659,411807,382980,57,7,10,1180097,26.02,3.65,6,1.85,0
Volkswagen,Taigun,2023,CNG,Manual,17027,Second,Chennai,29,1498,8,1508289,1179180,1002303,43,15,2,289832,78.18,7.13,5,69.25,0
Volkswagen,Virtus,2024,Petrol,Automatic,25229,Fourth,Bangalore,21,1498,8,1411727,1250084,1087573,33,13,1,155442,88.55,8.95,7,49.55,0
Maruti,Dzire,2024,Petrol,Automatic,26677,Third,Lucknow,22,1196,9,1204603,1050172,819134,32,22,1,126927,87.18,9.06,10,39.37,0
Toyota,Innova,2016,Diesel,Automatic,116464,First,Nagpur,20,2393,6,1937300,757096,620818,34,18,9,1233524,39.08,6.58,8,6.5,0
Kia,Sonet,2024,Petrol,Automatic,13047,Second,Hyderabad,22,1197,10,1254571,1074414,977716,18,9,1,154721,85.64,10,8,82.35,0
Tata,Tiago,2019,Petrol,Manual,50184,First,Kolkata,21,1199,5,645692,336986,283068,47,16,6,297380,52.19,7.06,7,6.72,0
Mahindra,XUV400,2018,Petrol,Automatic,84174,Third,Bhopal,18,0,6,1851263,956917,765533,61,20,7,940431,51.69,8.08,9,11.37,0
MG,Hector,2018,Petrol,Automatic,115292,First,Pune,21,1956,6,1589734,726826,625070,51,14,7,826523,45.72,6.05,6,6.3,0
Kia,Carens,2022,Petrol,Manual,53960,Second,Ahmedabad,20,1497,7,1575156,1125448,1080430,49,4,3,405157,71.45,9.07,8,20.86,0
Renault,Triber,2019,Petrol,Manual,107183,Second,Lucknow,14,999,7,850361,466508,424522,43,9,6,369702,54.86,6.76,5,12.51,0
Nissan,Kicks,2021,Petrol,Automatic,57481,First,Ahmedabad,15,1461,6,1141780,802899,786841,49,2,4,369728,70.32,5.07,5,13.97,0
Renault,Kiger,2024,Petrol,Automatic,15870,Second,Jaipur,22,999,10,1065394,908781,745200,14,18,1,142461,85.3,9.91,6,57.26,0
Maruti,Brezza,2024,Petrol,Automatic,16333,First,Delhi,21,1462,10,1351340,1173638,1056274,34,10,1,178813,86.85,10,10,71.86,0
Mahindra,XUV700,2019,Petrol,Automatic,80534,Second,Kolkata,21,2184,5,2190058,1140144,1048932,53,8,6,1020095,52.06,5.98,7,14.16,1
MG,Hector,2024,Petrol,Automatic,172340,Second,Chennai,21,1956,10,2085685,1778880,1458681,29,18,1,259763,85.29,10,7,103.22,0
Volkswagen,Polo,2019,CNG,Automatic,54174,First,Chennai,27,999,6,1007049,512587,481831,35,6,6,495987,50.9,6.09,7,9.46,0
Mahindra,Bolero,2022,Petrol,Manual,50815,Third,Hyderabad,22,1493,6,1246397,878709,746902,44,15,3,336275,70.5,8.02,8,17.29,0
Kia,Carens,2018,Petrol,Manual,161504,Fourth,Pune,18,,4,1365990,575218,460174,38,20,7,815628,42.11,6.25,6,3.56,0
Skoda,Octavia,2017,Petrol,Automatic,106713,Third,Jaipur,17,1984,5,3188474,935179,757494,46,19,8,2311688,29.33,5.05,6,8.76,1
Tata,Safari,2022,Petrol,Manual,49887,Second,Lucknow,14,1956,7,2300891,1601650,1425468,44,11,3,659286,69.61,7.44,8,32.11,0
Nissan,Kicks,2021,Petrol,Manual,40765,First,Ahmedabad,15,1461,7,1326594,912961,867312,32,5,4,405136,68.82,6.89,6,22.4,0
Mahindra,Thar,2023,Petrol,Manual,51267,Third,Mumbai,13,,7,2216812,1802933,1658698,40,8,2,394293,81.33,6.48,8,35.17,0
Honda,HR-V,2019,CNG,Automatic,106098,Second,Pune,27,1498,5,1292454,611718,550546,31,10,6,680873,47.33,6.03,7,5.77,0
Nissan,Kicks,2017,CNG,Manual,116577,Third,Bangalore,22,1461,5,980829,322692,283968,51,12,8,648255,32.9,4.28,4,2.77,0
Renault,Duster,2014,Petrol,Automatic,145599,First,Surat,17,1498,3,994203,149130,129743,55,13,11,978957,15,5.21,5,1.02,0
Kia,Sonet,2025,Petrol,Automatic,4279,First,Ahmedabad,19,1197,9,1147043,1089690,937133,,14,0,0,95,7.91,6,254.66,0
Tata,Altroz,2022,Diesel,Automatic,28300,First,Chennai,20,1199,10,949635,663415,623610,31,6,3,275435,69.86,8.93,8,23.44,0
Mahindra,XUV700,2023,Petrol,Automatic,50986,Second,Kolkata,16,2184,8,2577176,2117407,1736273,35,18,2,439104,82.16,7.6,9,41.53,1
Tata,Tigor,2023,Petrol,Manual,28760,Fourth,Chennai,14,1199,7,902621,707293,636563,48,10,2,200531,78.36,7.56,8,24.59,0
Kia,Carens,2012,Diesel,Manual,340223,Third,Bhopal,25,1497,1,837341,125601,101736,71,19,13,892333,15,4.36,8,0.37,0
Mahindra,Bolero,2025,Petrol,Manual,2916,Second,Delhi,21,1493,10,1505705,1430419,1215856,15,15,0,0,95,9.1,7,490.54,0
Ford,Figo,2025,Diesel,Manual,236,Third,Ahmedabad,21,1194,10,940924,893877,732979,33,18,0,0,95,,5,3787.61,0
Renault,Kiger,2019,Petrol,Manual,82919,First,Kolkata,13,999,6,910112,511118,480450,53,6,6,418599,56.16,7.44,7,6.16,0
Volkswagen,Vento,2024,CNG,Manual,15409,First,Ahmedabad,29,1598,10,1178587,1041870,989776,30,5,1,138795,88.4,7.96,7,67.61,0
Volkswagen,Polo,2024,Petrol,Manual,12496,First,Lucknow,22,999,10,1079910,988981,840633,41,15,1,115477,91.58,10,7,79.14,0
MG,Gloster,2024,Petrol,Automatic,22123,Third,Ahmedabad,21,1996,8,4786852,4247852,3695631,18,13,1,596597,88.74,9.79,8,192.01,1
Hyundai,Verna,2019,Petrol,Manual,70660,Second,Bangalore,20,1499,5,1303716,614832,596387,39,3,6,684191,47.16,8.2,9,8.7,0
Tata,Tigor,2023,Petrol,Manual,41825,Third,Chennai,20,1199,8,862382,654461,510479,35,22,2,182145,75.89,6.82,8,,0
MG,Hector,2013,Petrol,Manual,180364,First,Pune,16,1956,4,1474112,263718,253169,48,4,12,1249916,17.89,5.46,7,1.46,0
Tata,Altroz,2019,Diesel,Automatic,55271,First,Pune,21,1199,6,874956,429515,369382,38,14,6,432710,49.09,7.44,7,7.77,0
Honda,Elevate,2015,Petrol,Manual,260520,Fourth,Coimbatore,18,1200,4,1018866,248195,201037,60,19,10,776033,24.36,4.56,9,0.95,0
Nissan,Terrano,2018,Petrol,Automatic,90451,Second,Mumbai,14,1461,5,963416,449337,440350,45,2,7,534541,46.64,5.07,5,4.97,0
Honda,HR-V,2015,Petrol,Automatic,248183,Fourth,Coimbatore,15,1498,4,1308558,406176,369620,64,9,10,929521,31.04,5.49,8,3.87,0
Volkswagen,Taigun,2020,Diesel,Automatic,59083,Third,Kolkata,16,1498,6,1403835,845249,659294,51,22,5,518685,60.21,4.72,5,14.31,0
Toyota,Fortuner,2023,Petrol,Automatic,24585,First,Delhi,14,2755,9,4766181,3960696,3406198,38,14,2,880819,83.1,10,10,161.1,1
Skoda,Kodiaq,2025,Petrol,Automatic,2379,Second,Jaipur,21,1984,10,5392655,5123022,4610719,35,10,0,0,95,8.09,6,2153.44,1
Honda,City,2014,Petrol,Manual,246480,Third,Hyderabad,20,1497,4,1127267,169090,147108,73,13,11,1031796,15,4.23,8,0.69,0
Tata,Punch,2024,Diesel,Manual,21737,Third,Kolkata,27,1199,9,1152557,988663,840363,44,15,1,144070,85.78,8.88,8,45.48,0
Kia,Sonet,2019,Petrol,Automatic,73500,First,Surat,21,1197,6,1112763,568288,488727,43,14,6,566060,51.07,6.41,8,7.73,0
MG,ZS EV,2024,CNG,Automatic,16305,First,Lucknow,29,0,10,3408418,3045762,2954389,24,3,1,379029,89.36,7.64,7,186.8,1
MG,Hector,2024,Petrol,Manual,19740,Second,Ahmedabad,22,1956,10,2290172,2051994,1867314,25,9,1,297009,89.6,8.69,8,103.95,0
Mahindra,Scorpio,2024,Diesel,Automatic,10957,Second,Lucknow,23,2184,9,1930016,1727171,1623540,42,6,1,252614,89.49,9.81,7,157.63,0
Mahindra,Thar,2024,Diesel,Automatic,7536,First,Ahmedabad,25,2184,10,2173628,1902141,1654862,26,13,1,243749,87.51,9.18,7,252.41,0
Kia,EV6,2021,Petrol,Manual,36041,Second,Nagpur,13,0,8,7147475,4695176,3850044,33,18,4,2520559,65.69,9.12,8,130.27,1
Renault,Kwid,2016,Petrol,Automatic,137379,Fourth,Lucknow,19,799,4,421288,110798,104150,43,6,9,308539,26.3,4.92,7,0.81,0
Toyota,Innova,2015,CNG,Automatic,178742,Fourth,Mumbai,27,2393,4,2004780,470922,357900,38,24,10,1509358,23.49,6.07,10,2.63,0
MG,Gloster,2023,Diesel,Manual,20190,First,Surat,23,1996,10,4779805,4051840,3484582,24,14,2,847961,84.77,9.68,8,200.69,1
Tata,Safari,2024,Petrol,Automatic,25951,Third,Pune,14,1956,10,2666131,2392852,1962138,34,18,1,277140,89.75,8.43,7,92.21,0
Hyundai,Verna,2020,Petrol,Automatic,75590,First,Chandigarh,15,1497,6,1149475,600255,588249,29,2,5,523036,52.22,5.85,9,7.94,0
Tata,Harrier,2021,Petrol,Manual,62719,First,Delhi,19,1958,8,2178346,1570805,1303768,25,17,4,646958,72.11,8.87,7,25.05,0
Kia,Carens,2022,Petrol,Manual,47365,First,Ahmedabad,17,1497,9,1575774,1071053,921105,18,14,3,480326,67.97,9.39,7,66.76,0
Maruti,WagonR,2024,Diesel,Automatic,17823,Third,Chandigarh,16,1197,8,863847,774784,720549,32,7,1,100597,89.69,7.81,9,43.47,0
Renault,Kwid,2023,Petrol,Automatic,38298,Second,Jaipur,17,799,9,558881,436262,383910,23,12,2,112521,78.06,,5,,0
Tata,Punch,2022,Petrol,Automatic,33680,First,Hyderabad,20,1197,7,1023149,688681,612926,34,11,3,332535,67.31,8.51,8,,0
Kia,Carens,2020,Petrol,Automatic,101557,Third,Bangalore,18,1497,7,1342850,911392,747341,52,18,5,461938,67.87,8.86,8,8.97,0
Skoda,Kodiaq,2023,Petrol,Automatic,17433,Second,Bangalore,14,1984,10,5754649,4262468,3708347,33,13,2,1321214,74.07,9.58,6,244.51,1
Ford,Endeavour,2019,Petrol,Manual,93664,Third,Chandigarh,15,1996,5,5035549,2117951,1927335,48,9,6,2778411,42.06,4.39,4,58.49,1
Mahindra,XUV700,2025,Diesel,Automatic,4946,First,Lucknow,19,2184,9,2967747,2819359,2762971,12,2,0,0,95,9.19,9,570.03,1
Tata,Harrier,2024,Petrol,Manual,25964,Second,Bangalore,14,1956,9,2610541,2359929,2029538,28,14,1,316857,90.4,7.55,8,90.89,0
Honda,City,2020,Petrol,Manual,78578,Second,Chandigarh,20,1497,6,1205543,816875,710681,48,13,5,409952,67.76,5.66,7,10.4,0
Ford,Endeavour,2025,Petrol,Automatic,5989,Second,Chandigarh,17,1995,9,6988524,6639097,6439924,36,3,0,0,95,6.6,4,1108.55,1
Mahindra,XUV700,2010,Petrol,Automatic,518624,Fourth,Ahmedabad,14,2183,2,1543668,231550,219972,48,5,15,1576578,15,4.19,7,0.45,1
Hyundai,Aura,2020,Diesel,Manual,90892,Third,Lucknow,16,1197,5,793123,422100,354564,59,16,5,360501,53.22,7.11,9,4.64,0
Maruti,Ertiga,2022,Petrol,Automatic,30073,First,Jaipur,21,1462,10,1183798,823686,691896,42,16,3,370329,69.58,8.17,9,27.39,0
Toyota,Fortuner,2022,Diesel,Automatic,31479,Second,Delhi,26,2755,10,5262273,3759367,3383430,21,10,3,1516869,71.44,9.26,9,276.92,1
Maruti,Ciaz,2017,Petrol,Manual,110732,Second,Chennai,13,1462,5,1125536,379530,315009,34,17,8,757210,33.72,6.3,10,3.43,0
Tata,Tigor,2022,CNG,Automatic,57666,Third,Bhopal,28,1199,10,788563,551520,518428,21,6,3,216712,69.94,9.73,7,9.56,0
Mahindra,XUV700,2023,Diesel,Automatic,16089,First,Mumbai,17,2184,10,3140321,2587938,2251506,37,13,2,551335,82.41,8.47,7,160.85,1
Nissan,Kicks,2016,Diesel,Manual,120288,First,Bhopal,20,1463,5,980551,352115,338030,34,4,9,631986,35.91,4.95,6,2.93,0
Renault,Triber,2024,CNG,Automatic,15941,Second,Kolkata,27,999,10,919587,813466,789062,31,3,1,93910,88.46,9.63,5,51.03,0
Tata,Altroz,2023,Petrol,Manual,30832,First,Nagpur,15,1198,7,1000261,800108,752101,28,6,2,218614,79.99,6.87,9,25.95,0
Tata,Tigor,2021,Petrol,Manual,46592,Third,Kolkata,16,1199,5,819592,513310,426047,47,17,4,299557,62.63,6.88,9,11.02,0
Hyundai,Verna,2012,Diesel,Manual,256191,Second,Bhopal,18,1497,3,936376,140456,130624,57,7,13,984900,15,6.21,9,0.55,0
MG,ZS EV,2020,PETROL,Automatic,59380,First,Bangalore,14,0,9,2433493,1417753,1261800,,11,5,978944,58.26,9.73,8,23.88,1
Volkswagen,Vento,2021,Diesel,Automatic,60820,Second,Hyderabad,20,1598,8,1193056,843729,750918,24,11,4,338710,70.72,6.96,6,13.87,0
MG,Astor,2022,Petrol,Automatic,75057,Third,Ahmedabad,16,1499,8,1377952,957538,909661,27,5,3,450890,69.49,8.76,8,12.76,0
